topic,rank,doc_id,doc_full,title
618,3,1806.08706v3,"As the building block in symmetric cryptography, designing Boolean functions satisfying multiple properties is an important problem in sequence ciphers, block ciphers, and hash functions. However, the search of $n$-variable Boolean functions fulfilling global cryptographic constraints is computationally hard due to the super-exponential size $\mathcal{O}(2^{2^n})$ of the space. Here, we introduce a codification of the cryptographically relevant constraints in the ground state of an Ising Hamiltonian, allowing us to naturally encode it in a quantum annealer, which seems to provide a quantum speedup. Additionally, we benchmark small $n$ cases in a D-Wave machine, showing its capacity of devising bent functions, the most relevant set of cryptographic Boolean functions. We have complemented it with local search and chain repair to improve the D-Wave quantum annealer performance related to the low connectivity. This work shows how to codify super-exponential cryptographic problems into quantum annealers and paves the way for reaching quantum supremacy with an adequately designed chip.",Quantum computing cryptography: Finding cryptographic Boolean functions   with quantum annealing by a 2000 qubit D-wave quantum computer
618,4,1812.01041v2,"The Quantum Approximate Optimization Algorithm (QAOA) is a hybrid quantum-classical variational algorithm designed to tackle combinatorial optimization problems. Despite its promise for near-term quantum applications, not much is currently understood about QAOA's performance beyond its lowest-depth variant. An essential but missing ingredient for understanding and deploying QAOA is a constructive approach to carry out the outer-loop classical optimization. We provide an in-depth study of the performance of QAOA on MaxCut problems by developing an efficient parameter-optimization procedure and revealing its ability to exploit non-adiabatic operations. Building on observed patterns in optimal parameters, we propose heuristic strategies for initializing optimizations to find quasi-optimal $p$-level QAOA parameters in $O(\text{poly}(p))$ time, whereas the standard strategy of random initialization requires $2^{O(p)}$ optimization runs to achieve similar performance. We then benchmark QAOA and compare it with quantum annealing, especially on difficult instances where adiabatic quantum annealing fails due to small spectral gaps. The comparison reveals that QAOA can learn via optimization to utilize non-adiabatic mechanisms to circumvent the challenges associated with vanishing spectral gaps. Finally, we provide a realistic resource analysis on the experimental implementation of QAOA. When quantum fluctuations in measurements are accounted for, we illustrate that optimization will be important only for problem sizes beyond numerical simulations, but accessible on near-term devices. We propose a feasible implementation of large MaxCut problems with a few hundred vertices in a system of 2D neutral atoms, reaching the regime to challenge the best classical algorithms.","Quantum Approximate Optimization Algorithm: Performance, Mechanism, and   Implementation on Near-Term Devices"
618,5,1901.04405v2,"A book about turning high-degree optimization problems into quadratic optimization problems that maintain the same global minimum (ground state). This book explores quadratizations for pseudo-Boolean optimization, perturbative gadgets used in QMA completeness theorems, and also non-perturbative k-local to 2-local transformations used for quantum mechanics, quantum annealing and universal adiabatic quantum computing. The book contains ~70 different Hamiltonian transformations, each of them on a separate page, where the cost (in number of auxiliary binary variables or auxiliary qubits, or number of sub-modular terms, or in graph connectivity, etc.), pros, cons, examples, and references are given. One can therefore look up a quadratization appropriate for the specific term(s) that need to be quadratized, much like using an integral table to look up the integral that needs to be done. This book is therefore useful for writing compilers to transform general optimization problems, into a form that quantum annealing or universal adiabatic quantum computing hardware requires; or for transforming quantum chemistry problems written in the Jordan-Wigner or Bravyi-Kitaev form, into a form where all multi-qubit interactions become 2-qubit pairwise interactions, without changing the desired ground state. Applications cited include computer vision problems (e.g. image de-noising, un-blurring, etc.), number theory (e.g. integer factoring), graph theory (e.g. Ramsey number determination), and quantum chemistry. The book is open source, and anyone can make modifications here: https://github.com/HPQC-LABS/Book_About_Quadratization.",Quadratization in discrete optimization and quantum mechanics
619,1,1609.06202v3,"We investigate the potential of using deep learning techniques to reject background events in searches for neutrinoless double beta decay with high pressure xenon time projection chambers capable of detailed track reconstruction. The differences in the topological signatures of background and signal events can be learned by deep neural networks via training over many thousands of events. These networks can then be used to classify further events as signal or background, providing an additional background rejection factor at an acceptable loss of efficiency. The networks trained in this study performed better than previous methods developed based on the use of the same topological signatures by a factor of 1.2 to 1.6, and there is potential for further improvement.",Background rejection in NEXT using deep neural networks
619,2,1611.05531v1,"We present several studies of convolutional neural networks applied to data coming from the MicroBooNE detector, a liquid argon time projection chamber (LArTPC). The algorithms studied include the classification of single particle images, the localization of single particle and neutrino interactions in an image, and the detection of a simulated neutrino event overlaid with cosmic ray backgrounds taken from real detector data. These studies demonstrate the potential of convolutional neural networks for particle identification or event detection on simulated neutrino interactions. We also address technical issues that arise when applying this technique to data from a large LArTPC at or near ground level.",Convolutional Neural Networks Applied to Neutrino Events in a Liquid   Argon Time Projection Chamber
619,3,1710.00468v1,"MicroBooNE is a neutrino experiment based at Fermilab which consists of a liquid argon time-projection chamber in the Booster Neutrino Beam (BNB). The experiment aims to investigate the excess of electron-neutrino-like events seen by the MiniBooNE experiment, also located in the BNB, which is potential evidence for new non-Standard Model physics such as sterile neutrinos. I discuss the status of a search for low-energy electron-neutrino interactions within the MicroBooNE detector. This analysis features a hybrid approach of traditional reconstruction methods along with the use of convolutional neural networks (CNNs), a type of deep learning algorithm highly adept at pattern recognition. I describe the identification of events and the ways in which the CNNs are used. I also outline the ways that we are addressing issues related to applying CNNs, which are trained on simulated data, to data from the detector.",MicroBooNE Investigation of Low-Energy Excess Using Deep Learning   Algorithms
619,4,1711.00607v3,"We provide a fast approach incorporating the usage of deep learning for evaluating the effects of photon sensors in an antineutrino detector on the event reconstruction performance therein. This work is an attempt to harness the power of deep learning for detector designing and upgrade planning. Using the Daya Bay detector as a benchmark case and the vertex reconstruction performance as the objective for the deep neural network, we find that the photomultiplier tubes (PMTs) have different relative importance to the vertex reconstruction. More importantly, the vertex position resolutions for the Daya Bay detector follow approximately a multi-exponential relationship with respect to the number of PMTs and hence, the coverage. This could also assist in deciding on the merits of installing additional PMTs for future detector plans. The approach could easily be used with other objectives in place of vertex reconstruction.",Deep Learning the Effects of Photon Sensors on the Event Reconstruction   Performance in an Antineutrino Detector
619,5,1803.01482v5,"In the search for neutrinoless double-beta decay, the high-pressure gaseous Time Projection Chamber has a distinct advantage, because the ionization charge tracks produced by particle interactions are extended and the detector captures the full three-dimensional charge distribution with appropriate charge readout systems. Such information of tracks provides a crucial extra-handle for discriminating signal events against backgrounds. In this paper, we constructed a toy model to demonstrate where the discrimination power comes from and how much of it the neural network models have already harnessed. Then we adapted 3-dimensional convolutional and residual neural networks on the simulated double-beta and background charge tracks and tested their capabilities in classifying these two types of events. We show that both the 3D structure and the overall depth of the neural networks significantly improve the accuracy of the classifier and lead to results better than previous works. We also studied their performance under various spatial granularities as well as different diffusion and noise conditions. The results indicate that the methods are stable and generalize well despite varying experimental conditions.",Three-dimensional convolutional neural networks for neutrinoless   double-beta decay signal/background discrimination in high-pressure gaseous   Time Projection Chamber
620,1,0811.2549v2,"Superconductivity was discovered in a Ni0:05TaS2 single crystal. A Ni0:05TaS2 single crystal was successfully grown via the NaCl/KCl flux method. The obtained lattice constant c of Ni0:05TaS2 is 1.1999 nm, which is significantly smaller than that of 2H-TaS2 (1.208 nm). Electrical resistivity and magnetization measurements reveal that the superconductivity transition temperature of Ni0:05TaS2 is enhanced from 0.8 K (2H-TaS2) to 3.9 K. The charge-density-wave transition of the matrix compound 2H-TaS2 is suppressed in Ni0:05TaS2. The success of Ni0:05TaS2 single crystal growth via a NaCl/KCl flux demonstrates that NaCl/KCl flux method will be a feasible method for single crystal growth of the layered transition metal dichalcogenides.",Superconductivity and single crystal growth of Ni0:05TaS2
620,2,0906.0944v5,"Here a recently observed weak first order transition in doped SrTiO3 is argued to be a consequence of the coupling between strain and order parameter fluctuations. Starting with a semi-microscopic action, and using renormalization group equations for vertices, we write the free energy of such a system. This fluctuation renormalized free energy is then used to discuss the possibility of first order transition at zero temperature as well as at finite temperature. An asymptotic analysis predicts small but a finite discontinuity in the order parameter near a mean field quantum critical point at zero temperature. In case of finite temperature transition, near quantum critical point such a possibility is found to be extremely weak. Results are in accord with some experimental findings on quantum paraelectrics such as SrTiO3 and KTaO3.",Effects of Strain coupling and Marginal dimensionality in the nature of   phase transition in Quantum paraelectrics
620,3,0909.4176v1,"Nb doped SrTiO3, the first discovered two-gap superconductor, is shown to be the most unconventional one of the known multiband superconductors, since the smaller of the two superconducting gaps follows a non BCS temperature dependence. Such a behavior stems from two cooperating effects: an extreme anisotropy in the frequency dependent interactions, involving one very soft mode and an almost vanishing interband interaction. In contrast to all other multiband superconductors, the temperature dependence of the superfluid density of Nb doped SrTiO3 is predicted to exhibit an inflection point close to Tc and not close to T=0.",Unconventional dynamical covalency driven superconductivity in Nb doped   SrTiO3
620,4,1206.0623v1,"The relaxation rate in Nb-doped strontium titanate involving different scattering channels is investigated theoretically. It is demonstrated that the total relaxation rate in SrTiO_{3} is provided mainly by two mechanisms. The Baber electron-electron scattering with participation of both Coulomb and phonon-mediated electron-electron interactions provides the T^{2}-dependence of the relaxation rate. The scattering on the potential landscape caused by impurities is responsible for the residual relaxation rate at low temperatures. A good agreement with experiment is achieved accounting for all phonon branches in strontium titanate, both the optical and acoustic phonons. It is shown that the effective electron-electron interaction can be attractive in strontium titanate, and provides superconductivity at low temperatures and Fermi-liquid response in a wide range of temperatures. Thus our microscopic model supports the notion that superconductivity and Fermi-liquid properties of n-type SrTiO_{3} have a common origin.",Microscopic mechanisms for the Fermi-liquid behavior of Nb-doped   strontium titanate
620,5,1210.5353v1,"We report superconductivity in defective pyrite-type iridium chalcogenides IrxCh2. Maximum values of Tc of 6.4 K for Ir0.91Se2 and 4.7 K for Ir0.93Te2 were observed. It was found that Ir0.75Ch2 is close to the boundary between metallic and insulating states and IrxCh2 systems undergo nonmetal to metal transitions as x increases. On the basis of density functional theory calculations and the observed large variation in the Ch-Ch distance with x, we suggest that Ir0.75Ch2 is the parent compound for the present superconductors.",Superconductivity in defective pyrite-type iridium chalcogenides IrxCh2   (Ch = Se and Te)
621,1,0501051v2,"That the speed of light is always c=300,000km/s relative to any observer in nonaccelerating motion is one of the foundational concepts of physics. Experimentally this was supposed to have been first revealed by the 1887 Michelson-Morley experiment, and was made one of Einstein's key postulates of Special Relativity in 1905. However in 2002 the actual 1887 fringe shift data was analysed for the first time with a theory for the Michelson interferometer that used both the Fitzgerald-Lorentz contraction effect, as well as the effect of the air in the interferometer on the speed of light. That analysis showed that the data gave an absolute motion speed in excess of 300km/s. So far six other experiments have been shown to give the same result. This implies that the foundations of physics require significant revision. As well data shows that both Newtonian gravity and General Relativity are also seriously flawed, and a new theory of gravity is shown to explain various so-called gravitational `anomalies', including the `dark matter' effect. Most importantly absolute motion is now understood to be the cause of the various relativistic effects, in accord with the earlier proposal by Lorentz.",The Speed of Light and the Einstein Legacy: 1905-2005
621,2,0502137v3,Simplified description of an experiment of the Michelson-Morley type being completed at the University of Western Australia with a discussion of the possible meanings of its outcome.,Testing a Crucial Assumption
621,3,0502151v6,"The equation of the Doppler shift of two bodies in inertial motion in a reference frame at rest (i.e., stationary reference frame) is derived. In this derivation, the wave-particle duality of photons in the theory of special relativity is considered. The dilation of time of a moving clock, which is derived from the Lorentz transformation that depends on the velocity of the moving clock in the reference frame at rest, and wavefront counting by geometrical drawing are used to describe the longitudinal Doppler shift. We show that the equation of the Doppler shift depends on the velocities of the two bodies in the reference frame at rest.",Derivation of longitudinal Doppler shift equation between two moving   bodies in a reference frame at rest using the particle property of photons
621,4,0508174v1,"Physics textbooks assert that in the famous interferometer 1887 experiment to detect absolute motion Michelson and Morley saw no rotation-induced fringe shifts - the signature of absolute motion; it was a null experiment. However this is incorrect. Their published data revealed to them the expected fringe shifts, but that data gave a speed of some 8km/s using a Newtonian theory for the calibration of the interferometer, and so was rejected by them solely because it was less than the 30km/s orbital speed of the earth. A 2002 post relativistic-effects analysis for the operation of the device however gives a different calibration leading to a speed >300km/s. So this experiment detected both absolute motion and the breakdown of Newtonian physics. So far another six experiments have confirmed this first detection of absolute motion in 1887.",The Michelson and Morley 1887 Experiment and the Discovery of Absolute   Motion
621,5,0512036v2,"We have realized that under Lorentz transformations the tick number of a moving common clock remains unchanged, that is, the hand of the clock never runs slow, but the time interval between its two consecutive ticks contracts, so the relative time has to be recorded by using the tau-clocks required by the transformations, instead of unreal slowing clocks. Thus it is argued that using rest common clocks or the equivalent the measured velocity of light emitted by a moving source, which is quasi-velocity of foreign light, is dependent of the source velocity. Nevertheless, the velocity of foreign light that should be measured by using tau-clocks is independent of the source velocity. The velocity of native light emitted by a rest source obeys the postulate of relativity in accordance with both Maxwell equations and the result of Michelson-Morley experiment. On the other hand, the velocity of foreign light obeys both Ritz's emission theory except the Lorentz factor and the postulate of constancy of light velocity if measured by using tau-clocks. Thus the emission theory does not conflict with special relativity. The present argument leads to a logical consequence that the so-called positive conclusions from experiments testing constancy of the velocity of light emitted by moving sources if using common clocks or the equivalent, instead of tau-clocks, exactly contradicts Lorentz transformations.",Attempt at clarification of Einstein's postulate of constancy of light   velocity
622,1,0504509v1,"We introduce a new protocol for a lossy data compression algorithm which is based on constraint satisfaction gates. We show that the theoretical capacity of algorithms built from standard parity-check gates converges exponentially fast to the Shannon's bound when the number of variables seen by each gate increases. We then generalize this approach by introducing random gates. They have theoretical performances nearly as good as parity checks, but they offer the great advantage that the encoding can be done in linear time using the Survey Inspired Decimation algorithm, a powerful algorithm for constraint satisfaction problems derived from statistical physics.",Lossy data compression with random gates
622,2,0506037v1,"One of the main obstacles to the wider use of the modern error-correction codes is that, due to the complex behavior of their decoding algorithms, no systematic method which would allow characterization of the Bit-Error-Rate (BER) is known. This is especially true at the weak noise where many systems operate and where coding performance is difficult to estimate because of the diminishingly small number of errors. We show how the instanton method of physics allows one to solve the problem of BER analysis in the weak noise range by recasting it as a computationally tractable minimization problem.",Diagnosis of weaknesses in modern error correction codes: a physics   approach
622,3,0506652v2,"The Parity Source Coder is a protocol for data compression which is based on a set of parity checks organized in a sparse random network. We consider here the case of memoryless unbiased binary sources. We show that the theoretical capacity saturate the Shannon limit at large K. We also find that the first corrections to the leading behavior are exponentially small, so that the behavior at finite K is very close to the optimal one.",The theoretical capacity of the Parity Source Coder
622,4,0507440v2,"We investigate the detection dynamics of the parallel interference canceller (PIC) for code-division multiple-access (CDMA) multiuser detection, applied to a randomly spread, fully syncronous base-band uncoded CDMA channel model with additive white Gaussian noise (AWGN) under perfect power control in the large-system limit. It is known that the predictions of the density evolution (DE) can fairly explain the detection dynamics only in the case where the detection dynamics converge. At transients, though, the predictions of DE systematically deviate from computer simulation results. Furthermore, when the detection dynamics fail to convergence, the deviation of the predictions of DE from the results of numerical experiments becomes large. As an alternative, generating functional analysis (GFA) can take into account the effect of the Onsager reaction term exactly and does not need the Gaussian assumption of the local field. We present GFA to evaluate the detection dynamics of PIC for CDMA multiuser detection. The predictions of GFA exhibits good consistency with the computer simulation result for any condition, even if the dynamics fail to convergence.",Generating functional analysis of CDMA detection dynamics
622,5,0508586v1,"In this paper we investigate a finite temperature generalization of survey propagation, by applying it to the problem of finite temperature decoding of a biased finite connectivity Sourlas code for temperatures lower than the Nishimori temperature. We observe that the result is a shift of the location of the dynamical critical channel noise to larger values than the corresponding dynamical transition for belief propagation, as suggested recently by Migliorini and Saad for LDPC codes. We show how the finite temperature 1-RSB SP gives accurate results in the regime where competing approaches fail to converge or fail to recover the retrieval state.",Survey propagation at finite temperature: application to a Sourlas code   as a toy model
623,1,0507085v2,"Using molecular dynamics computer simulations we investigate the structural and dynamical properties of a simple model for a colloidal gel at low volume fraction. We find that at low T the system is forming an open percolating cluster, without any sign of a phase separation. The nature of the relaxation dynamics depends strongly on the length scale/wave-vector considered and can be directly related to the geometrical properties of the spanning cluster.",Structure and Relaxation Dynamics of a Colloidal Gel
623,2,0510285v3,"Within the framework of the random distribution assumption of cyclic bonds, the theory of gelation is extended to mixing systems of the R-Ag + R-Bf-g model, which is expected to have wider application such as micell formations in biological systems. We derive the gel point expression of this biologically interesting new system.",Gelation in Multiple Link Systems
623,3,0510308v1,"We study structural phase transition of polymer-grafted colloidal particles by Monte Carlo simulations on hard spherical particles. The interaction potential, which has a weak repulsive step outside the hard core, was validated with use of the self-consistent field calculations. With this potential, canonical Monte Carlo simulations have been carried out in two and three dimensions using the Metropolis algorithm. At low temperature and high density, we find that the particles start to self-assemble and finally align in strings. By analyzing the cluster size distribution and string length distribution, we construct a phase diagram and find that this string-like assembly is related to the percolation phenomena. The average string length diverges in the region where the melting transition line and the percolation transition line cross, which is similar to Ising spin systems where the percolation transition line and the order-disorder line meet on the critical point.",Monte-Carlo simulation of string-like colloidal assembly
623,4,0510690v2,"We use molecular dynamics computer simulations to investigate the relaxation dynamics of a simple model for a colloidal gel at a low volume fraction. We find that due to the presence of the open spanning network this dynamics shows at low temperature a non-trivial dependence on the wave-vector which is very different from the one observed in dense glass-forming liquids. At high wave vectors the relaxation is due to the fast cooperative motion of the branches of the gel network, whereas at low wave vectors the overall rearrangements of the heterogeneous structure produce the relaxation process.",Length scale dependent relaxation in colloidal gels
623,5,0605701v2,"We report theoretical and numerical evaluations of the phase diagram for patchy colloidal particles of new generation. We show that the reduction of the number of bonded nearest neighbours offers the possibility of generating liquid states (i.e. states with temperature $T$ lower than the liquid-gas critical temperature) with a vanishing occupied packing fraction ($\phi$), a case which can not be realized with spherically interacting particles. Theoretical results suggest that such reduction is accompanied by an increase of the region of stability of the liquid phase in the ($T$-$\phi$) plane, possibly favoring the establishment of homogeneous disordered materials at small $\phi$, i.e. stable equilibrium gels.",Phase diagram of patchy colloids: towards empty liquids
624,1,0706.3013v1,"We report experimental and theoretical study of a rotating diode-pumped Nd-YAG ring laser with active beat note stabilization. Our experimental setup is described in the usual Maxwell-Bloch formalism. We analytically derive a stability condition and some frequency response characteristics for the solid-state ring laser gyroscope, illustrating the important role of mode coupling effects on the dynamics of such a device. Experimental data are presented and compared with the theory on the basis of realistic laser parameters, showing a very good agreement. Our results illustrate the duality between the very rich non linear dynamics of the diode-pumped solid-state ring laser (including chaotic behavior) and the possibility to obtain a very stable beat note, resulting in a potentially new kind of rotation sensor.",Oscillation regimes of a solid-state ring laser with active beat note   stabilization : from a chaotic device to a ring laser gyroscope
624,2,0709.0798v1,"We study in this Letter the dynamical effects of the limited bandwidth of the control electronics in a solid-state (Nd-YAG) ring laser gyroscope. We derive a stability condition for the rotation-sensing regime in the case of a first-order control loop, showing that the smallest measurable rotation speed depends directly on the cutoff frequency value. Our experimental measurements are in good agreement with this prediction.",Optimizing the electronic control loop of a solid-state ring laser   gyroscope
624,3,0801.0930v1,"We study the suppression of nonlinear interactions in resonant macroscopic quantum devices in the case of the solid-state ring laser gyroscope. These nonlinear interactions are tuned by vibrating the gain medium along the cavity axis. Beat note occurrence under rotation provides a precise measurement of the strength of nonlinear interactions, which turn out to vanish for some discrete values of the amplitude of vibration. Our theoretical description, in very good agreement with the measured data, suggests the use of a higher vibration frequency to achieve quasi-ideal rotation sensing over a broad range of rotation speeds. We finally underline the analogy between this device and some other macroscopic quantum rotation sensors, such as ring-shaped superfluid configurations, where nonlinear interactions could be tuned for example by the use of magnetically-induced Feschbach resonance.",Suppression of Nonlinear Interactions in Resonant Macroscopic Quantum   Devices : the Example of the Solid-State Ring Laser Gyroscope
624,4,0804.0939v1,"We theoretically and numerically study the effect of backscattering on rotating ring lasers by employing the Maxwell-Bloch equations. We show that frequency shifts due to the Sagnac effect incorporating the effect of backscattering can be observed without lock-in phenomenon, if the strength of backscattering originating in the bumps of the refractive index is larger than a certain value. It is also shown that the experimental results corresponding to the theoretical ones can actually be obtained by using a semiconductor fiber-optic ring laser gyroscope.",A ring laser gyroscope without lock-in phenomenon
624,5,1001.0476v1,"G-Pisa is an experiment investigating the possibility to operate a high sensitivity laser gyroscope with area less than $1 \rm m^2$ for improving the performances of the mirrors suspensions of the gravitational wave antenna Virgo. The experimental set-up consists in a He-Ne ring laser with a 4 mirrors square cavity. The laser is pumped by an RF discharge where the RF oscillator includes the laser plasma in order to reach a better stability. The contrast of the Sagnac fringes is typically above 50% and a stable regime has been reached with the laser operating both single mode or multimode. The effect of hydrogen contamination on the laser was also checked. A low-frequency sensitivity, below $1 \rm Hz$, in the range of $10^{-8} \rm {(rad / s)/ \sqrt{Hz}}$ has been measured.","Rotational sensitivity of the ""G-Pisa"" gyrolaser"
625,1,0710.4573v1,"Red abalone nacre is an intensely studied biomineral, and yet its formation mechanism remains poorly understood. Here we report quantitative measurements probing the degree of order of the aragonite tablets in nacre, and show that order develops over a distance of about 50 microns. These observations indicate that the orientational order of aragonite tablets in nacre is established gradually and dynamically, and we show that a model of controlled assembly based on suppression of the crystal growth rate along a specific direction, when growth is confined in a layered structure, yields a tablet pattern consistent with those revealed by detailed experimental measurements. This work provides strong evidence that the organism s control of crystal orientation in nacre occurs via regulation of crystal nucleation and growth as opposed to direct templation or heteroepitaxial growth on organic molecules on the organic matrix sheets.",Ordering in red abalone nacre
625,2,0712.1307v1,"Here we report on two structural studies performed on As-doped gypsum (CaSO4 2H2O) and calcite (CaCO3), using neutron (D20-ILL) and x-ray (ID11-ESRF) diffraction data and EXAFS (BM8-ESRF). The aim of this study is to determine whether As gets into the bulk of gypsum and calcite structures or is simply adsorbed on the surface. Different mechanisms of substitution are used as hypotheses. The combined Rietveld analysis of neutron and x-ray diffraction data shows an expansion of the unit cell volume proportional to the As concentration within the samples. DFT-based simulations confirm the increase of the unit cell volume proportional to the amount of carbonate or sulphate groups substituted. Interpolation of the experimental Rietveld data allows us to distinguish As substituted within the structure from that adsorbed on the surface of both minerals.",Arsenic uptake by gypsum and calcite: Modeling and probing by neutron   and x-ray scattering
625,3,0801.0460v1,"The formation of solid calcium carbonate (CaCO3) from aqueous solutions or slurries containing calcium and carbon dioxide (CO2) is a complex process of considerable importance in the ecological, geochemical and biological areas. Moreover, the demand for powdered CaCO3 has increased considerably recently in various fields of industry. The aim of this study was therefore to synthesize fine particles of calcite with controlled morphology by hydrothermal carbonation of calcium hydroxide at high CO2 pressure (initial PCO2=55 bar) and at moderate and high temperature (30 and 90 degrees C). The morphology of precipitated particles was identified by transmission electron microscopy (TEM/EDS) and scanning electron microscopy (SEM/EDS). In addition, an X-ray diffraction analysis was performed to investigate the carbonation efficiency and purity of the solid product. Carbonation of dispersed calcium hydroxide in the presence of supercritical (PT=90 bar, T=90 degrees C) or gaseous (PT=55 bar, T=30 degrees C) CO2 led to the precipitation of sub-micrometric isolated particles (<1$\mu$m) and micrometric agglomerates (<5$\mu$m) of calcite. For this study, the carbonation efficiency (Ca(OH)2-CaCO3 conversion) was not significantly affected by PT conditions after 24 h of reaction. In contrast, the initial rate of calcium carbonate precipitation increased from 4.3 mol/h in the ""90bar-90 degrees C"" system to 15.9 mol/h in the ""55bar-30 degrees C"" system. The use of high CO2 pressure may therefore be desirable for increasing the production rate of CaCO3, carbonation efficiency and purity, to approximately 48 kg/m3h, 95% and 96.3%, respectively in this study. The dissipated heat for this exothermic reaction was estimated by calorimetry to be -32 kJ/mol in the ""90bar-90 degrees C"" system and -42 kJ/mol in the ""55bar-30 degrees C"" system.",Rhombohedral calcite precipitation from CO2-H2O-Ca(OH)2 slurry under   supercritical and gas CO2 media
625,4,0801.1738v1,"Sorption of As(III) by calcite was investigated as a function of As(III) concentration, time and pH. The sorption isotherm, i.e. the log As(III) vs. log [As(OH)3 degrees / Assat] plot is S-shaped and has been modelled on an extended version of the surface precipitation model. At low concentrations, As(OH)3 degrees is adsorbed by complexation to surface Ca surface sites, as previously described by the X-ray standing wave technique. The inflexion point of the isotherm, where As(OH)3 degrees is limited by the amount of surface sites (ST), yields 6 sites nm-2 in good agreement with crystallographic data. Beyond this value, the amount of sorbed arsenic increases linearly with solution concentration, up to the saturation of arsenic with respect to the precipitation of CaHAsO3(s). The solid solutions formed in this concentration range were examined by X-ray and neutron diffraction. The doped calcite lattice parameters increase with arsenic content while c/a ratio remains constant. Our results made on bulk calcite on the atomic displacement of As atoms along [0001] direction extend those published by Cheng et al., (1999) on calcite surface. This study provides a molecular-level explanation for why As(III) is trapped by calcite in industrial treatments.",Arsenite sorption and co-precipitation with calcite
625,5,0805.1994v1,"The hydrothermal carbonation of calcium hydroxide (Ca(OH)2) at high pressure of CO2 (initial PCO2 1/4 55 bar) and moderate to high temperature (30 and 90 1C) was used to synthesize fine particles of calcite. This method allows a high carbonation efficiency (about 95% of Ca(OH)2-CaCO3 conversion), a significant production rate (48 kg/m3 h) and high purity of product (about 96%). However, the various initial physicochemical conditions have a strong influence on the crystal size and surface area of the synthesized calcite crystals. The present study is focused on the estimation of the textural properties of synthesized calcite (morphology, specific surface area, average particle size, particle size distribution and particle size evolution with reaction time), using Rietveld refinements of X-ray diffraction (XRD) spectra, Brunauer-Emmett-Teller (BET) measurements, and scanning electron microscope (SEM) and transmission electron microscope (TEM) observations. This study demonstrate that the pressure, the temperature and the dissolved quantity of CO2 have a significant effect on the average particle size, specific surface area, initial rate of precipitation, and on the morphology of calcium carbonate crystals. In contrast, these PTx conditions used herein have an insignificant effect on the carbonation efficiency of Ca(OH)2. Finally, the results presented here demonstrate that nano-calcite crystals with high specific surface area (SBET 1/4 6-10m2/g) can be produced, with a high potential for industrial applications such as adsorbents and/or filler in papermaking industry.",Textural properties of synthetic nano-calcite produced by hydrothermal   carbonation of calcium hydroxide
626,1,0710.3875v1,The frequency dependence of the dielectric loss angle for a metal-insulator composite was shown previously to be an efficient method to experimentally determine the percolation threshold. The statistical properties of this angle are found here to be similar to those of the critical links (supporting the total current) near the percolation threshold close to dc and for very high frequencies. A further discussion is provided about the way to connect this angle to the critical links. The second aim of these studies is to connect the frequency dependence of this angle to the proportion of the conductor or dielectric phase in this composite.,Dielectric loss of 2D metal-insulator composite near the percolation   threshold
626,2,0711.4668v1,"Microparticles including paraffin are currently used for textiles coating in order to deaden thermal shocks. We will show that polymer nanoparticles embedded in those microsized capsules allow for decreasing the thermal conductivity of the coating and enhance the protection in the stationary regime. A reasonable volume fraction of polymer nanoparticles reduces the conductivity more than predicted by Maxwell mixing rules. Besides, measurements prove that the polymer nanoparticles do not affect the latent heat and even improve the phase change behaviour as well as the mechanical properties.",Polymer nanoparticles to decrease thermal conductivity of phase change   materials
626,3,0801.2228v1,"Conducting submicron particles are well-suited as filler particles in non-conducting polymer matrices to obtain a conducting composite with a low percolation threshold. Going to nanometer-sized filler particles imposes a restriction to the conductivity of the composite, due to the reduction of the density of states involved in the hopping process between the particles, compared to its value within the crystallites. We show how those microscopic parameters that govern the charge-transport processes across many decades of length scales, can accurately and consistently be determined by a range of dielectric-spectroscopy techniques from a few Hz to infrared frequencies. The method, which is suited for a variety of systems with restricted geometries, is applied to densely packed 7-nm-sized tin-oxide crystalline particles with various degree of antimony doping and the quantitative results unambiguously show the role of the nanocrystal charging energy in limiting the hopping process.",Dielectric quantification of conductivity limitations due to nanofiller   size in conductive powders and nanocomposites
626,4,0806.1921v1,"We present measurements of the low-temperature thermal conductivity of a number of polymeric and composite materials from 0.3 to 4 K. The materials measured are Vespel SP-1, Vespel SP-22, unfilled PEEK, 30% carbon fiber-filled PEEK, 30% glass-filled PEEK, carbon fiber Graphlite composite rod, Torlon 4301, G-10/FR-4 fiberglass, pultruded fiberglass composite, Macor ceramic, and graphite rod. These materials have moderate to high elastic moduli making them useful for thermally-isolating structural supports.",Thermal Conductivity of Thermally-Isolating Polymeric and Composite   Structural Support Materials Between 0.3 and 4 K
626,5,0903.3587v1,The electrical conductivity of disordered insulator-conductor composites have been studied for more than thirty years. In spite of this some properties of dc bulk conductivity of composites still remain incompletely understood. We present a brief review of the most significant theories that have been proposed to study the critical insulator-conductor transition comparing their predictions with many experimental results.,Insulator-Conductor Transition: A Brief Theoretical Review
627,1,0507399v2,"In the present work, the Brans-Dicke (BD) theory of gravity is taken as a possible theory of k-essence. Then starting with the (already known) Brans-Dicke-Schwarzschild solution which can represent the gravitationally bound static configurations of the BD scalar k-essence, issues like whether these configurations can reproduce the observed properties of galactic dark matter haloes have been addressed. It has been realized that indeed the BD scalar k-essence can cluster into dark matter halo-like objects with flattened rotation curves while exhibiting a dark energy-like negative pressure on larger scales.",Dark Matter Haloes and Rotation Curves via Brans-Dicke Theory
